date,type,tokens,requests
2021-07-19,Embedding,1245,1
2021-07-19,Summarization,2473,1
2021-07-20,Generation,5239,5
2021-07-20,Embedding,1267,2
2021-07-20,Summarization,2648,2
2021-07-21,Generation,5222,1
2021-07-21,Embedding,1173,2
2021-07-21,Summarization,2663,1
2021-07-22,Generation,4970,5
2021-07-22,Embedding,1363,1
2021-07-22,Summarization,2984,4
2021-07-23,Generation,5575,2
2021-07-23,Embedding,1321,3
2021-07-23,Summarization,3082,3
2021-07-24,Generation,4926,2
2021-07-24,Embedding,1357,4
2021-07-24,Summarization,2694,2
2021-07-25,Generation,5576,4
2021-07-25,Embedding,1152,3
2021-07-25,Summarization,2309,2
2021-07-26,Generation,5291,4
2021-07-26,Embedding,1215,2
2021-07-26,Summarization,2207,1
2021-07-27,Generation,4935,3
2021-07-27,Embedding,1248,3
2021-07-27,Summarization,2449,3
2021-07-28,Generation,5835,1
2021-07-28,Embedding,1497,1
2021-07-28,Summarization,2896,1
2021-07-29,Generation,4875,2
2021-07-29,Embedding,1307,1
2021-07-29,Summarization,2507,3
2021-07-30,Generation,4952,1
2021-07-30,Embedding,1428,1
2021-07-30,Summarization,2870,1
2021-07-31,Generation,5357,1
2021-07-31,Embedding,1270,2
2021-07-31,Summarization,2684,3
2021-08-01,Generation,5271,3
2021-08-01,Embedding,1302,3
2021-08-01,Summarization,2711,2
2021-08-02,Generation,5445,2
2021-08-02,Embedding,1292,1
2021-08-02,Summarization,2394,4
2021-08-03,Generation,5604,4
2021-08-03,Embedding,1172,5
2021-08-03,Summarization,2631,1
2021-08-04,Generation,5382,1
2021-08-04,Embedding,1051,1
2021-08-04,Summarization,2309,4
2021-08-05,Generation,5570,5
2021-08-05,Embedding,1250,4
2021-08-05,Summarization,2275,4
2021-08-06,Generation,5084,4
2021-08-06,Embedding,1062,3
2021-08-06,Summarization,2472,2
2021-08-07,Generation,4983,4
2021-08-07,Embedding,1340,1
2021-08-07,Summarization,2139,3
2021-08-08,Generation,4827,4
2021-08-08,Embedding,1516,3
2021-08-08,Summarization,2267,3
2021-08-09,Generation,5193,4
2021-08-09,Embedding,1262,3
2021-08-09,Summarization,2447,4
2021-08-10,Generation,4946,2
2021-08-10,Embedding,1296,1
2021-08-10,Summarization,2619,3
2021-08-11,Generation,5414,3
2021-08-11,Embedding,1086,1
2021-08-11,Summarization,2709,2
2021-08-12,Generation,5511,4
2021-08-12,Embedding,1352,1
2021-08-12,Summarization,2308,4
2021-08-13,Generation,5323,5
2021-08-13,Embedding,1243,2
2021-08-13,Summarization,2565,4
2021-08-14,Generation,5177,2
2021-08-14,Embedding,1214,4
2021-08-14,Summarization,2769,2
2021-08-15,Generation,5364,1
2021-08-15,Embedding,1250,2
2021-08-15,Summarization,2399,4
2021-08-16,Generation,5105,1
2021-08-16,Embedding,1206,1
2021-08-16,Summarization,2263,3
2021-08-17,Generation,5996,4
2021-08-17,Embedding,1399,3
2021-08-17,Summarization,2423,1
2021-08-18,Generation,5299,1
2021-08-18,Embedding,1329,4
2021-08-18,Summarization,2650,2
2021-08-19,Generation,5044,4
2021-08-19,Embedding,1295,2
2021-08-19,Summarization,2849,4
2021-08-20,Generation,5230,5
2021-08-20,Embedding,1369,1
2021-08-20,Summarization,2449,3
2021-08-21,Generation,5010,4
2021-08-21,Embedding,1394,3
2021-08-21,Summarization,2349,1
2021-08-22,Generation,5446,2
2021-08-22,Embedding,1374,1
2021-08-22,Summarization,2330,1
2021-08-23,Generation,5346,2
2021-08-23,Embedding,1303,2
2021-08-23,Summarization,2013,4
2021-08-24,Generation,5390,4
2021-08-24,Embedding,1267,1
2021-08-24,Summarization,2526,3
2021-08-25,Generation,5638,4
2021-08-25,Embedding,1502,2
2021-08-25,Summarization,2326,3
2021-08-26,Generation,5344,2
2021-08-26,Embedding,1275,3
2021-08-26,Summarization,2458,1
2021-08-27,Generation,5519,2
2021-08-27,Embedding,1315,3
2021-08-27,Summarization,2310,3
2021-08-28,Generation,5117,5
2021-08-28,Embedding,1312,2
2021-08-28,Summarization,2782,1
2021-08-29,Generation,5302,4
2021-08-29,Embedding,1272,2
2021-08-29,Summarization,2299,3
2021-08-30,Generation,5749,2
2021-08-30,Embedding,1262,1
2021-08-30,Summarization,2564,4
2021-08-31,Generation,4901,3
2021-08-31,Embedding,1378,1
2021-08-31,Summarization,2622,3
2021-09-01,Generation,5267,3
2021-09-01,Embedding,1246,4
2021-09-01,Summarization,2620,1
2021-09-02,Generation,4788,1
2021-09-02,Embedding,1388,1
2021-09-02,Summarization,2032,1
2021-09-03,Generation,5167,1
2021-09-03,Embedding,1399,3
2021-09-03,Summarization,2369,3
2021-09-04,Generation,5591,5
2021-09-04,Embedding,1219,4
2021-09-04,Summarization,2708,1
2021-09-05,Generation,5059,3
2021-09-05,Embedding,1387,1
2021-09-05,Summarization,2388,3
2021-09-06,Generation,5308,4
2021-09-06,Embedding,1233,3
2021-09-06,Summarization,2176,2
2021-09-07,Generation,5379,2
2021-09-07,Embedding,1346,2
2021-09-07,Summarization,2371,2
2021-09-08,Generation,5406,5
2021-09-08,Embedding,1297,3
2021-09-08,Summarization,2397,2
2021-09-09,Generation,5793,2
2021-09-09,Embedding,1311,1
2021-09-09,Summarization,2333,4
2021-09-10,Generation,5416,1
2021-09-10,Embedding,1344,1
2021-09-10,Summarization,2207,3
2021-09-11,Generation,5650,1
2021-09-11,Embedding,1126,2
2021-09-11,Summarization,2477,2
2021-09-12,Generation,5950,4
2021-09-12,Embedding,1338,3
2021-09-12,Summarization,2649,1
2021-09-13,Generation,5689,2
2021-09-13,Embedding,1239,2
2021-09-13,Summarization,2222,2
2021-09-14,Generation,5994,5
2021-09-14,Embedding,1353,2
2021-09-14,Summarization,2434,2
2021-09-15,Generation,5105,2
2021-09-15,Embedding,1356,2
2021-09-15,Summarization,2283,4
2021-09-16,Generation,5488,1
2021-09-16,Embedding,1362,3
2021-09-16,Summarization,2552,3
2021-09-17,Generation,5374,3
2021-09-17,Embedding,1321,2
2021-09-17,Summarization,2428,4
2021-09-18,Generation,5827,5
2021-09-18,Embedding,1365,2
2021-09-18,Summarization,2763,3
2021-09-19,Generation,5452,1
2021-09-19,Embedding,1669,2
2021-09-19,Summarization,2602,3
2021-09-20,Generation,5712,3
2021-09-20,Embedding,1239,2
2021-09-20,Summarization,2261,3
2021-09-21,Generation,5085,5
2021-09-21,Embedding,1119,1
2021-09-21,Summarization,2168,4
2021-09-22,Generation,5974,4
2021-09-22,Embedding,1332,2
2021-09-22,Summarization,2031,4
2021-09-23,Generation,5567,4
2021-09-23,Embedding,1387,2
2021-09-23,Summarization,2406,5
2021-09-24,Generation,5599,4
2021-09-24,Embedding,1395,1
2021-09-24,Summarization,2454,4
2021-09-25,Generation,5727,1
2021-09-25,Embedding,1209,5
2021-09-25,Summarization,1979,1
2021-09-26,Generation,5520,2
2021-09-26,Embedding,1365,2
2021-09-26,Summarization,3089,2
2021-09-27,Generation,5805,1
2021-09-27,Embedding,1411,4
2021-09-27,Summarization,2193,4
2021-09-28,Generation,5555,4
2021-09-28,Embedding,1335,2
2021-09-28,Summarization,2703,1
2021-09-29,Generation,5364,1
2021-09-29,Embedding,1407,1
2021-09-29,Summarization,2665,1
2021-09-30,Generation,5676,4
2021-09-30,Embedding,1161,1
2021-09-30,Summarization,2039,2
2021-10-01,Generation,5854,3
2021-10-01,Embedding,1206,3
2021-10-01,Summarization,2091,4
2021-10-02,Generation,5425,5
2021-10-02,Embedding,1441,2
2021-10-02,Summarization,2273,2
2021-10-03,Generation,5563,2
2021-10-03,Embedding,1492,2
2021-10-03,Summarization,2350,2
2021-10-04,Generation,5506,1
2021-10-04,Embedding,1420,2
2021-10-04,Summarization,1899,1
2021-10-05,Generation,5181,3
2021-10-05,Embedding,1353,2
2021-10-05,Summarization,2066,3
2021-10-06,Generation,5592,5
2021-10-06,Embedding,1452,2
2021-10-06,Summarization,2233,2
2021-10-07,Generation,5525,3
2021-10-07,Embedding,1513,2
2021-10-07,Summarization,2381,3
2021-10-08,Generation,5495,3
2021-10-08,Embedding,1290,5
2021-10-08,Summarization,2203,4
2021-10-09,Generation,5904,1
2021-10-09,Embedding,1294,4
2021-10-09,Summarization,2094,1
2021-10-10,Generation,5584,2
2021-10-10,Embedding,1326,3
2021-10-10,Summarization,2172,3
2021-10-11,Generation,5672,4
2021-10-11,Embedding,1489,3
2021-10-11,Summarization,2106,1
2021-10-12,Generation,5746,3
2021-10-12,Embedding,1213,2
2021-10-12,Summarization,1745,4
2021-10-13,Generation,5762,1
2021-10-13,Embedding,1413,4
2021-10-13,Summarization,2303,4
2021-10-14,Generation,5842,5
2021-10-14,Embedding,1308,1
2021-10-14,Summarization,2515,3
2021-10-15,Generation,5968,1
2021-10-15,Embedding,1506,1
2021-10-15,Summarization,2418,5
2021-10-16,Generation,5694,2
2021-10-16,Embedding,1279,3
2021-10-16,Summarization,2618,1
2021-10-17,Generation,5480,4
2021-10-17,Embedding,1332,3
2021-10-17,Summarization,2450,4
2021-10-18,Generation,5628,1
2021-10-18,Embedding,1237,1
2021-10-18,Summarization,2475,2
2021-10-19,Generation,5639,5
2021-10-19,Embedding,1232,2
2021-10-19,Summarization,2302,4
2021-10-20,Generation,5479,5
2021-10-20,Embedding,1355,4
2021-10-20,Summarization,2224,2
2021-10-21,Generation,5719,4
2021-10-21,Embedding,1273,5
2021-10-21,Summarization,2530,3
2021-10-22,Generation,5784,3
2021-10-22,Embedding,1311,3
2021-10-22,Summarization,2258,2
2021-10-23,Generation,5345,1
2021-10-23,Embedding,1223,2
2021-10-23,Summarization,2242,1
2021-10-24,Generation,4630,2
2021-10-24,Embedding,1480,4
2021-10-24,Summarization,1979,3
2021-10-25,Generation,6163,1
2021-10-25,Embedding,1379,3
2021-10-25,Summarization,2474,3
2021-10-26,Generation,5876,3
2021-10-26,Embedding,1373,1
2021-10-26,Summarization,2500,1
2021-10-27,Generation,5588,1
2021-10-27,Embedding,1432,2
2021-10-27,Summarization,2545,3
2021-10-28,Generation,6158,1
2021-10-28,Embedding,1476,1
2021-10-28,Summarization,1821,4
2021-10-29,Generation,5794,2
2021-10-29,Embedding,1317,1
2021-10-29,Summarization,2482,3
2021-10-30,Generation,5533,1
2021-10-30,Embedding,1295,1
2021-10-30,Summarization,2096,4
2021-10-31,Generation,5328,5
2021-10-31,Embedding,1196,2
2021-10-31,Summarization,2560,2
2021-11-01,Generation,5773,4
2021-11-01,Embedding,1462,1
2021-11-01,Summarization,2467,1
2021-11-02,Generation,5820,3
2021-11-02,Embedding,1382,2
2021-11-02,Summarization,2497,2
2021-11-03,Generation,5662,4
2021-11-03,Embedding,1250,3
2021-11-03,Summarization,2486,1
2021-11-04,Generation,5548,2
2021-11-04,Embedding,1387,4
2021-11-04,Summarization,2155,2
2021-11-05,Generation,6008,5
2021-11-05,Embedding,1568,3
2021-11-05,Summarization,2158,3
2021-11-06,Generation,5633,5
2021-11-06,Embedding,1451,1
2021-11-06,Summarization,2759,3
2021-11-07,Generation,6417,2
2021-11-07,Embedding,1443,2
2021-11-07,Summarization,1865,1
2021-11-08,Generation,5825,3
2021-11-08,Embedding,1496,1
2021-11-08,Summarization,2369,1
2021-11-09,Generation,5562,4
2021-11-09,Embedding,1247,3
2021-11-09,Summarization,2584,3
2021-11-10,Generation,5884,4
2021-11-10,Embedding,1531,3
2021-11-10,Summarization,2511,3
2021-11-11,Generation,5817,4
2021-11-11,Embedding,1552,1
2021-11-11,Summarization,1944,4
2021-11-12,Generation,5865,2
2021-11-12,Embedding,1472,2
2021-11-12,Summarization,3144,4
2021-11-13,Generation,5871,4
2021-11-13,Embedding,1372,3
2021-11-13,Summarization,2529,1
2021-11-14,Generation,5718,2
2021-11-14,Embedding,1372,5
2021-11-14,Summarization,2097,2
2021-11-15,Generation,5581,1
2021-11-15,Embedding,1109,1
2021-11-15,Summarization,2016,4
2021-11-16,Generation,6152,1
2021-11-16,Embedding,1382,5
2021-11-16,Summarization,2331,1
2021-11-17,Generation,5750,4
2021-11-17,Embedding,1314,1
2021-11-17,Summarization,2457,1
2021-11-18,Generation,6070,1
2021-11-18,Embedding,1414,2
2021-11-18,Summarization,2673,1
2021-11-19,Generation,5358,3
2021-11-19,Embedding,1454,1
2021-11-19,Summarization,2507,5
2021-11-20,Generation,5717,5
2021-11-20,Embedding,1430,1
2021-11-20,Summarization,2568,3
2021-11-21,Generation,5761,4
2021-11-21,Embedding,1416,3
2021-11-21,Summarization,2384,4
2021-11-22,Generation,5707,1
2021-11-22,Embedding,1230,5
2021-11-22,Summarization,2112,1
2021-11-23,Generation,5567,5
2021-11-23,Embedding,1435,2
2021-11-23,Summarization,2246,1
2021-11-24,Generation,5515,1
2021-11-24,Embedding,1393,3
2021-11-24,Summarization,1830,1
2021-11-25,Generation,5521,1
2021-11-25,Embedding,1404,3
2021-11-25,Summarization,1908,1
2021-11-26,Generation,5347,4
2021-11-26,Embedding,1451,5
2021-11-26,Summarization,2825,4
2021-11-27,Generation,5843,3
2021-11-27,Embedding,1496,3
2021-11-27,Summarization,2279,3
2021-11-28,Generation,5501,3
2021-11-28,Embedding,1532,3
2021-11-28,Summarization,2432,3
2021-11-29,Generation,5686,5
2021-11-29,Embedding,1330,2
2021-11-29,Summarization,2401,1
2021-11-30,Generation,5650,2
2021-11-30,Embedding,1394,2
2021-11-30,Summarization,2690,4
2021-12-01,Generation,6152,1
2021-12-01,Embedding,1438,3
2021-12-01,Summarization,2610,4
2021-12-02,Generation,6033,5
2021-12-02,Embedding,1453,1
2021-12-02,Summarization,2235,2
2021-12-03,Generation,5810,2
2021-12-03,Embedding,1327,2
2021-12-03,Summarization,2902,1
2021-12-04,Generation,5724,2
2021-12-04,Embedding,1624,2
2021-12-04,Summarization,2235,1
2021-12-05,Generation,5893,4
2021-12-05,Embedding,1445,3
2021-12-05,Summarization,2770,3
2021-12-06,Generation,5580,2
2021-12-06,Embedding,1421,3
2021-12-06,Summarization,2678,2
2021-12-07,Generation,5879,3
2021-12-07,Embedding,1436,2
2021-12-07,Summarization,2408,1
2021-12-08,Generation,5401,4
2021-12-08,Embedding,1478,3
2021-12-08,Summarization,2409,3
2021-12-09,Generation,5940,5
2021-12-09,Embedding,1422,3
2021-12-09,Summarization,2181,4
2021-12-10,Generation,5794,1
2021-12-10,Embedding,1362,5
2021-12-10,Summarization,3010,3
2021-12-11,Generation,6657,4
2021-12-11,Embedding,1533,2
2021-12-11,Summarization,2386,2
2021-12-12,Generation,5917,4
2021-12-12,Embedding,1489,1
2021-12-12,Summarization,2450,4
2021-12-13,Generation,5382,1
2021-12-13,Embedding,1450,4
2021-12-13,Summarization,2816,1
2021-12-14,Generation,5676,1
2021-12-14,Embedding,1355,1
2021-12-14,Summarization,2881,1
2021-12-15,Generation,5963,2
2021-12-15,Embedding,1432,1
2021-12-15,Summarization,2630,2
2021-12-16,Generation,6080,4
2021-12-16,Embedding,1425,2
2021-12-16,Summarization,2527,2
2021-12-17,Generation,5484,3
2021-12-17,Embedding,1445,2
2021-12-17,Summarization,2563,1
2021-12-18,Generation,5478,5
2021-12-18,Embedding,1475,2
2021-12-18,Summarization,2283,4
2021-12-19,Generation,6521,1
2021-12-19,Embedding,1530,1
2021-12-19,Summarization,2731,4
2021-12-20,Generation,6119,2
2021-12-20,Embedding,1461,3
2021-12-20,Summarization,2733,5
2021-12-21,Generation,5612,4
2021-12-21,Embedding,1326,2
2021-12-21,Summarization,2612,3
2021-12-22,Generation,5988,5
2021-12-22,Embedding,1403,1
2021-12-22,Summarization,2599,4
2021-12-23,Generation,5562,3
2021-12-23,Embedding,1415,3
2021-12-23,Summarization,2834,3
2021-12-24,Generation,6018,4
2021-12-24,Embedding,1447,1
2021-12-24,Summarization,2820,2
2021-12-25,Generation,6059,5
2021-12-25,Embedding,1517,4
2021-12-25,Summarization,3121,4
2021-12-26,Generation,5511,2
2021-12-26,Embedding,1328,1
2021-12-26,Summarization,2701,1
2021-12-27,Generation,5641,4
2021-12-27,Embedding,1483,3
2021-12-27,Summarization,3285,4
2021-12-28,Generation,6369,3
2021-12-28,Embedding,1418,2
2021-12-28,Summarization,3143,1
2021-12-29,Generation,6008,5
2021-12-29,Embedding,1559,1
2021-12-29,Summarization,2667,1
2021-12-30,Generation,6109,5
2021-12-30,Embedding,1480,3
2021-12-30,Summarization,2456,2
2021-12-31,Generation,6325,1
2021-12-31,Embedding,1599,1
2021-12-31,Summarization,2688,4
2022-01-01,Generation,5312,2
2022-01-01,Embedding,1501,2
2022-01-01,Summarization,2861,4
2022-01-02,Generation,6194,4
2022-01-02,Embedding,1336,1
2022-01-02,Summarization,2819,2
2022-01-03,Generation,6146,1
2022-01-03,Embedding,1368,2
2022-01-03,Summarization,3520,1
2022-01-04,Generation,5852,5
2022-01-04,Embedding,1435,3
2022-01-04,Summarization,2120,2
2022-01-05,Generation,6394,3
2022-01-05,Embedding,1291,2
2022-01-05,Summarization,2411,2
2022-01-06,Generation,5772,5
2022-01-06,Embedding,1393,3
2022-01-06,Summarization,3152,4
2022-01-07,Generation,5366,2
2022-01-07,Embedding,1428,2
2022-01-07,Summarization,2619,5
2022-01-08,Generation,5831,2
2022-01-08,Embedding,1496,3
2022-01-08,Summarization,2908,2
2022-01-09,Generation,5642,2
2022-01-09,Embedding,1378,2
2022-01-09,Summarization,2601,2
2022-01-10,Generation,5842,4
2022-01-10,Embedding,1385,2
2022-01-10,Summarization,3007,1
2022-01-11,Generation,5763,3
2022-01-11,Embedding,1543,1
2022-01-11,Summarization,3063,3
2022-01-12,Generation,5812,5
2022-01-12,Embedding,1401,3
2022-01-12,Summarization,3014,4
2022-01-13,Generation,5927,5
2022-01-13,Embedding,1390,2
2022-01-13,Summarization,2791,2
2022-01-14,Generation,6526,1
2022-01-14,Embedding,1552,2
2022-01-14,Summarization,3099,2
2022-01-15,Generation,5697,2
2022-01-15,Embedding,1514,3
2022-01-15,Summarization,3260,3
2022-01-16,Generation,5635,2
2022-01-16,Embedding,1543,2
2022-01-16,Summarization,3063,2
2022-01-17,Generation,6074,5
2022-01-17,Embedding,1368,4
2022-01-17,Summarization,2954,2
2022-01-18,Generation,6561,5
2022-01-18,Embedding,1397,1
2022-01-18,Summarization,2962,2
2022-01-19,Generation,5469,1
2022-01-19,Embedding,1500,5
2022-01-19,Summarization,3185,1
2022-01-20,Generation,5705,1
2022-01-20,Embedding,1308,3
2022-01-20,Summarization,2905,3
2022-01-21,Generation,6080,3
2022-01-21,Embedding,1399,3
2022-01-21,Summarization,3163,3
2022-01-22,Generation,6277,4
2022-01-22,Embedding,1204,5
2022-01-22,Summarization,3330,1
2022-01-23,Generation,5960,4
2022-01-23,Embedding,1497,1
2022-01-23,Summarization,3175,4
2022-01-24,Generation,6290,5
2022-01-24,Embedding,1445,3
2022-01-24,Summarization,3156,2
2022-01-25,Generation,6721,4
2022-01-25,Embedding,1585,3
2022-01-25,Summarization,2942,5
2022-01-26,Generation,5897,2
2022-01-26,Embedding,1433,4
2022-01-26,Summarization,3268,1
2022-01-27,Generation,6252,4
2022-01-27,Embedding,1474,5
2022-01-27,Summarization,3138,2
2022-01-28,Generation,6356,5
2022-01-28,Embedding,1559,1
2022-01-28,Summarization,3396,3
2022-01-29,Generation,6032,5
2022-01-29,Embedding,1673,1
2022-01-29,Summarization,3297,2
2022-01-30,Generation,5883,5
2022-01-30,Embedding,1415,3
2022-01-30,Summarization,3426,2
2022-01-31,Generation,5833,3
2022-01-31,Embedding,1577,1
2022-01-31,Summarization,3100,1
2022-02-01,Generation,6058,2
2022-02-01,Embedding,1596,1
2022-02-01,Summarization,2639,2
2022-02-02,Generation,6313,4
2022-02-02,Embedding,1441,3
2022-02-02,Summarization,3556,2
2022-02-03,Generation,5713,5
2022-02-03,Embedding,1502,2
2022-02-03,Summarization,2555,1
2022-02-04,Generation,5889,1
2022-02-04,Embedding,1267,3
2022-02-04,Summarization,2869,2
2022-02-05,Generation,5220,4
2022-02-05,Embedding,1548,1
2022-02-05,Summarization,3431,5
2022-02-06,Generation,6201,4
2022-02-06,Embedding,1436,1
2022-02-06,Summarization,3036,4
2022-02-07,Generation,6303,2
2022-02-07,Embedding,1507,1
2022-02-07,Summarization,3403,4
2022-02-08,Generation,6207,2
2022-02-08,Embedding,1424,2
2022-02-08,Summarization,3283,5
2022-02-09,Generation,6222,2
2022-02-09,Embedding,1416,3
2022-02-09,Summarization,2996,3
2022-02-10,Generation,5546,2
2022-02-10,Embedding,1462,2
2022-02-10,Summarization,3380,3
2022-02-11,Generation,5956,1
2022-02-11,Embedding,1442,1
2022-02-11,Summarization,3027,2
2022-02-12,Generation,6448,5
2022-02-12,Embedding,1396,1
2022-02-12,Summarization,3546,4
2022-02-13,Generation,6691,4
2022-02-13,Embedding,1435,3
2022-02-13,Summarization,3086,5
2022-02-14,Generation,6048,2
2022-02-14,Embedding,1406,1
2022-02-14,Summarization,3046,2
2022-02-15,Generation,6164,3
2022-02-15,Embedding,1417,2
2022-02-15,Summarization,3206,3
2022-02-16,Generation,6050,3
2022-02-16,Embedding,1550,3
2022-02-16,Summarization,3742,4
2022-02-17,Generation,6259,5
2022-02-17,Embedding,1540,2
2022-02-17,Summarization,4083,3
2022-02-18,Generation,6276,1
2022-02-18,Embedding,1421,5
2022-02-18,Summarization,2900,2
2022-02-19,Generation,6137,2
2022-02-19,Embedding,1411,4
2022-02-19,Summarization,3051,3
2022-02-20,Generation,5934,5
2022-02-20,Embedding,1569,3
2022-02-20,Summarization,3222,1
2022-02-21,Generation,5993,1
2022-02-21,Embedding,1318,1
2022-02-21,Summarization,2887,4
2022-02-22,Generation,6515,2
2022-02-22,Embedding,1355,1
2022-02-22,Summarization,3282,2
2022-02-23,Generation,5705,3
2022-02-23,Embedding,1619,3
2022-02-23,Summarization,3834,1
2022-02-24,Generation,6129,1
2022-02-24,Embedding,1465,1
2022-02-24,Summarization,3433,3
2022-02-25,Generation,6212,2
2022-02-25,Embedding,1467,1
2022-02-25,Summarization,3050,2
2022-02-26,Generation,5764,1
2022-02-26,Embedding,1589,5
2022-02-26,Summarization,3063,2
2022-02-27,Generation,5709,1
2022-02-27,Embedding,1580,2
2022-02-27,Summarization,3745,2
2022-02-28,Generation,5263,2
2022-02-28,Embedding,1637,2
2022-02-28,Summarization,3137,3
2022-03-01,Generation,5874,4
2022-03-01,Embedding,1397,2
2022-03-01,Summarization,3690,4
2022-03-02,Generation,5885,2
2022-03-02,Embedding,1332,3
2022-03-02,Summarization,3262,2
2022-03-03,Generation,6591,3
2022-03-03,Embedding,1368,2
2022-03-03,Summarization,3155,3
2022-03-04,Generation,5899,4
2022-03-04,Embedding,1489,3
2022-03-04,Summarization,3185,3
2022-03-05,Generation,5935,1
2022-03-05,Embedding,1477,3
2022-03-05,Summarization,3825,4
2022-03-06,Generation,5760,1
2022-03-06,Embedding,1422,3
2022-03-06,Summarization,3470,3
2022-03-07,Generation,5950,4
2022-03-07,Embedding,1495,3
2022-03-07,Summarization,3389,3
2022-03-08,Generation,6445,4
2022-03-08,Embedding,1384,4
2022-03-08,Summarization,3382,3
2022-03-09,Generation,6238,5
2022-03-09,Embedding,1571,1
2022-03-09,Summarization,3593,2
2022-03-10,Generation,6230,4
2022-03-10,Embedding,1641,1
2022-03-10,Summarization,3039,1
2022-03-11,Generation,6519,2
2022-03-11,Embedding,1511,1
2022-03-11,Summarization,3314,3
2022-03-12,Generation,6327,4
2022-03-12,Embedding,1387,2
2022-03-12,Summarization,3660,3
2022-03-13,Generation,6302,4
2022-03-13,Embedding,1561,3
2022-03-13,Summarization,3621,2
2022-03-14,Generation,6145,3
2022-03-14,Embedding,1476,3
2022-03-14,Summarization,3570,3
2022-03-15,Generation,6411,1
2022-03-15,Embedding,1368,2
2022-03-15,Summarization,3560,2
2022-03-16,Generation,5752,3
2022-03-16,Embedding,1387,3
2022-03-16,Summarization,3619,2
2022-03-17,Generation,6282,4
2022-03-17,Embedding,1313,1
2022-03-17,Summarization,4000,4
2022-03-18,Generation,6001,5
2022-03-18,Embedding,1609,3
2022-03-18,Summarization,3534,5
2022-03-19,Generation,5877,2
2022-03-19,Embedding,1583,2
2022-03-19,Summarization,3644,4
2022-03-20,Generation,5857,5
2022-03-20,Embedding,1741,2
2022-03-20,Summarization,3271,2
2022-03-21,Generation,6759,3
2022-03-21,Embedding,1520,3
2022-03-21,Summarization,3724,1
2022-03-22,Generation,6111,3
2022-03-22,Embedding,1456,2
2022-03-22,Summarization,3638,2
2022-03-23,Generation,5921,2
2022-03-23,Embedding,1512,1
2022-03-23,Summarization,2886,4
2022-03-24,Generation,6157,5
2022-03-24,Embedding,1466,3
2022-03-24,Summarization,3573,4
2022-03-25,Generation,6345,4
2022-03-25,Embedding,1547,2
2022-03-25,Summarization,3555,5
2022-03-26,Generation,6669,1
2022-03-26,Embedding,1640,2
2022-03-26,Summarization,3821,3
2022-03-27,Generation,5753,1
2022-03-27,Embedding,1761,2
2022-03-27,Summarization,3527,1
2022-03-28,Generation,6193,4
2022-03-28,Embedding,1412,2
2022-03-28,Summarization,3989,2
2022-03-29,Generation,6222,4
2022-03-29,Embedding,1573,2
2022-03-29,Summarization,3697,4
2022-03-30,Generation,6223,5
2022-03-30,Embedding,1500,3
2022-03-30,Summarization,3508,4
2022-03-31,Generation,6387,4
2022-03-31,Embedding,1482,2
2022-03-31,Summarization,3550,1
2022-04-01,Generation,6394,1
2022-04-01,Embedding,1517,3
2022-04-01,Summarization,3840,4
2022-04-02,Generation,6261,3
2022-04-02,Embedding,1496,1
2022-04-02,Summarization,3952,2
2022-04-03,Generation,6132,2
2022-04-03,Embedding,1522,2
2022-04-03,Summarization,3956,4
2022-04-04,Generation,6676,1
2022-04-04,Embedding,1569,5
2022-04-04,Summarization,3489,2
2022-04-05,Generation,6309,4
2022-04-05,Embedding,1705,1
2022-04-05,Summarization,3555,2
2022-04-06,Generation,5962,5
2022-04-06,Embedding,1643,2
2022-04-06,Summarization,3802,4
2022-04-07,Generation,6248,5
2022-04-07,Embedding,1522,2
2022-04-07,Summarization,3254,4
2022-04-08,Generation,6204,4
2022-04-08,Embedding,1565,2
2022-04-08,Summarization,3143,5
2022-04-09,Generation,6314,5
2022-04-09,Embedding,1670,2
2022-04-09,Summarization,3823,1
2022-04-10,Generation,6141,4
2022-04-10,Embedding,1434,3
2022-04-10,Summarization,3501,2
2022-04-11,Generation,7237,1
2022-04-11,Embedding,1644,2
2022-04-11,Summarization,3975,4
2022-04-12,Generation,5824,5
2022-04-12,Embedding,1433,1
2022-04-12,Summarization,3690,4
2022-04-13,Generation,6482,3
2022-04-13,Embedding,1540,2
2022-04-13,Summarization,3480,1
2022-04-14,Generation,6430,5
2022-04-14,Embedding,1535,1
2022-04-14,Summarization,3727,2
2022-04-15,Generation,6522,3
2022-04-15,Embedding,1449,5
2022-04-15,Summarization,3555,4
2022-04-16,Generation,6223,1
2022-04-16,Embedding,1561,1
2022-04-16,Summarization,3542,3
2022-04-17,Generation,6206,4
2022-04-17,Embedding,1612,3
2022-04-17,Summarization,3618,2
2022-04-18,Generation,6245,5
2022-04-18,Embedding,1504,5
2022-04-18,Summarization,3838,1
2022-04-19,Generation,6512,5
2022-04-19,Embedding,1527,3
2022-04-19,Summarization,3572,4
2022-04-20,Generation,6273,5
2022-04-20,Embedding,1524,1
2022-04-20,Summarization,3763,1
2022-04-21,Generation,6280,4
2022-04-21,Embedding,1492,2
2022-04-21,Summarization,4164,3
2022-04-22,Generation,6667,3
2022-04-22,Embedding,1484,3
2022-04-22,Summarization,3920,3
2022-04-23,Generation,6038,3
2022-04-23,Embedding,1522,2
2022-04-23,Summarization,4115,2
2022-04-24,Generation,5828,2
2022-04-24,Embedding,1662,2
2022-04-24,Summarization,3442,4
